date,pred,actual,model,horizon,target
2019-01-01,-0.02743988684582749,0.0,LinearRegression(),2,UNEMPLOYMENT_MOM_CHG
2019-02-01,-0.035926449787835886,0.0,LinearRegression(),2,UNEMPLOYMENT_MOM_CHG
2019-03-01,-0.029137199434229204,0.10000000000000009,LinearRegression(),2,UNEMPLOYMENT_MOM_CHG
2019-04-01,-0.03666666666666664,-0.10000000000000009,LinearRegression(),2,UNEMPLOYMENT_MOM_CHG
2019-05-01,-0.03333333333333332,0.10000000000000009,LinearRegression(),2,UNEMPLOYMENT_MOM_CHG
2019-06-01,-0.045280437756497864,-0.10000000000000009,LinearRegression(),2,UNEMPLOYMENT_MOM_CHG
2019-07-01,-0.021666666666666723,0.0,LinearRegression(),2,UNEMPLOYMENT_MOM_CHG
2019-08-01,-0.039603960396039556,0.0,LinearRegression(),2,UNEMPLOYMENT_MOM_CHG
2019-09-01,-0.021727748691099502,0.0,LinearRegression(),2,UNEMPLOYMENT_MOM_CHG
2019-10-01,-0.030680359435173287,0.10000000000000009,LinearRegression(),2,UNEMPLOYMENT_MOM_CHG
2019-11-01,-0.030680359435173284,0.10000000000000009,LinearRegression(),2,UNEMPLOYMENT_MOM_CHG
2019-12-01,-0.030057803468208077,0.0,LinearRegression(),2,UNEMPLOYMENT_MOM_CHG
2020-01-01,-0.043641618497109735,0.0,LinearRegression(),2,UNEMPLOYMENT_MOM_CHG
2020-02-01,-0.03439306358381491,0.09999999999999964,LinearRegression(),2,UNEMPLOYMENT_MOM_CHG
2020-03-01,-0.01999999999999997,0.0,LinearRegression(),2,UNEMPLOYMENT_MOM_CHG
2020-04-01,-0.01620879120879119,0.20000000000000018,LinearRegression(),2,UNEMPLOYMENT_MOM_CHG
2020-05-01,-0.0166666666666666,0.20000000000000018,LinearRegression(),2,UNEMPLOYMENT_MOM_CHG
2020-06-01,-0.009523809523809535,0.2999999999999998,LinearRegression(),2,UNEMPLOYMENT_MOM_CHG
2017-04-01,-0.05768844221105527,0.0,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2017-05-01,-0.05567839195979899,0.0,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2017-06-01,-0.05603985056039854,-0.09999999999999964,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2017-07-01,-0.04655172413793093,0.09999999999999964,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2017-08-01,-0.05542168674698803,0.10000000000000053,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2017-09-01,-0.05441176470588244,-0.10000000000000053,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2017-10-01,-0.04377745241581257,-0.09999999999999964,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2017-11-01,-0.07973856209150344,0.0,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2017-12-01,-0.0720130932896893,0.0,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2018-01-01,-0.024549918166939244,0.0,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2018-02-01,-0.02712418300653594,-0.20000000000000018,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2018-03-01,-0.045000000000000054,0.0,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2018-04-01,-0.041426403641881666,0.0,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2018-05-01,-0.04610778443113775,0.09999999999999964,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2018-06-01,-0.025149700598802192,0.0,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2018-07-01,-0.04643399089529593,-0.09999999999999964,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2018-08-01,-0.042943854324734486,0.0,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2018-09-01,-0.03892617449664437,-0.10000000000000009,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2018-10-01,-0.03264705882352945,0.0,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2018-11-01,-0.025629629629629617,-0.10000000000000009,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2018-12-01,-0.03323353293413175,0.0,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2019-01-01,-0.026666666666666616,0.0,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2019-02-01,-0.03592644978783594,0.10000000000000009,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2019-03-01,-0.032673267326732626,-0.10000000000000009,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2019-04-01,-0.0343705799151344,0.10000000000000009,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2019-05-01,-0.031666666666666704,-0.10000000000000009,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2019-06-01,-0.030000000000000106,0.0,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2019-07-01,-0.03064295485636113,0.0,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2019-08-01,-0.021666666666666803,0.0,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2019-09-01,-0.027581329561527528,0.10000000000000009,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2019-10-01,-0.027486910994764413,0.10000000000000009,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2019-11-01,-0.02785622593068038,0.0,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2019-12-01,-0.02323491655969195,0.0,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2020-01-01,-0.017052023121387427,0.09999999999999964,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2020-02-01,-0.007803468208092612,0.0,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2020-03-01,-0.014739884393063604,0.20000000000000018,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2020-04-01,-0.012888888888888908,0.20000000000000018,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2020-05-01,0.005769230769230592,0.2999999999999998,LinearRegression(),3,UNEMPLOYMENT_MOM_CHG
2017-05-01,-0.05899497487437185,-0.09999999999999964,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2017-06-01,-0.04321608040200994,0.09999999999999964,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2017-07-01,-0.050809464508094704,0.10000000000000053,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2017-08-01,-0.04556650246305412,-0.10000000000000053,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2017-09-01,-0.044176706827309155,-0.09999999999999964,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2017-10-01,-0.054705882352941194,0.0,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2017-11-01,-0.02386530014641275,0.0,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2017-12-01,-0.04052287581699346,0.0,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2018-01-01,-0.03698854337152208,-0.20000000000000018,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2018-02-01,-0.036988543371522103,0.0,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2018-03-01,-0.03758169934640521,0.0,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2018-04-01,-0.035588235294117636,0.09999999999999964,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2018-05-01,-0.03308042488619118,0.0,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2018-06-01,-0.07724550898203605,-0.09999999999999964,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2018-07-01,-0.03502994011976045,0.0,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2018-08-01,-0.03308042488619117,-0.10000000000000009,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2018-09-01,-0.006069802731411177,0.0,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2018-10-01,-0.019463087248322145,-0.10000000000000009,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2018-11-01,-0.04852941176470578,0.0,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2018-12-01,-0.01629629629629628,0.0,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2019-01-01,-0.05419161676646708,0.10000000000000009,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2019-02-01,-0.021666666666666647,-0.10000000000000009,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2019-03-01,-0.060961810466760996,0.10000000000000009,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2019-04-01,-0.023479490806223483,-0.10000000000000009,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2019-05-01,-0.020226308345120243,0.0,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2019-06-01,0.010000000000000026,0.0,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2019-07-01,-0.04833333333333338,0.0,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2019-08-01,-0.0035567715458276195,0.10000000000000009,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2019-09-01,-0.03666666666666668,0.10000000000000009,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2019-10-01,-0.02319660537482319,0.0,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2019-11-01,-0.023560209424083767,0.0,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2019-12-01,-0.020410783055198983,0.09999999999999964,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2020-01-01,0.005263157894736865,0.0,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2020-02-01,-0.0011560693641619098,0.20000000000000018,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2020-03-01,-0.013294797687861279,0.20000000000000018,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2020-04-01,-0.0101156069364162,0.2999999999999998,LinearRegression(),4,UNEMPLOYMENT_MOM_CHG
2017-06-01,-0.06331658291457289,0.10000000000000053,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2017-07-01,-0.04613065326633157,-0.10000000000000053,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2017-08-01,-0.06114570361145707,-0.09999999999999964,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2017-09-01,-0.05911330049261086,0.0,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2017-10-01,-0.042971887550200843,0.0,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2017-11-01,-0.08470588235294102,0.0,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2017-12-01,-0.07525622254758432,-0.20000000000000018,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2018-01-01,-0.027124183006535848,0.0,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2018-02-01,-0.02454991816693957,0.0,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2018-03-01,-0.04762684124386249,0.09999999999999964,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2018-04-01,-0.04934640522875814,0.0,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2018-05-01,-0.04647058823529411,-0.09999999999999964,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2018-06-01,-0.0016691957511379488,0.0,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2018-07-01,-0.051796407185628765,-0.10000000000000009,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2018-08-01,-0.05029940119760483,0.0,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2018-09-01,-0.07298937784522005,-0.10000000000000009,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2018-10-01,-0.04036418816388472,0.0,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2018-11-01,-0.014765100671140986,0.0,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2018-12-01,-0.04205882352941177,0.10000000000000009,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2019-01-01,-0.01777777777777773,-0.10000000000000009,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2019-02-01,-0.04311377245508983,0.10000000000000009,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2019-03-01,-0.018333333333333285,-0.10000000000000009,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2019-04-01,-0.04214992927864217,0.0,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2019-05-01,-0.04045261669024047,0.0,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2019-06-01,-0.06803394625176809,0.0,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2019-07-01,-0.011666666666666638,0.10000000000000009,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2019-08-01,-0.06833333333333338,0.10000000000000009,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2019-09-01,-0.013269493844049223,0.0,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2019-10-01,-0.034999999999999996,0.0,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2019-11-01,-0.03408769448373409,0.09999999999999964,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2019-12-01,-0.029581151832460743,0.0,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2020-01-01,-0.04903722721437745,0.20000000000000018,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2020-02-01,-0.027727856225930634,0.20000000000000018,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2020-03-01,-0.0190751445086705,0.2999999999999998,LinearRegression(),5,UNEMPLOYMENT_MOM_CHG
2017-07-01,-0.057185929648241304,-0.09999999999999964,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2017-08-01,-0.029145728643216132,0.0,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2017-09-01,-0.023910336239103425,0.0,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2017-10-01,-0.0637931034482757,0.0,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2017-11-01,0.006425702811244827,-0.20000000000000018,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2017-12-01,-0.004999999999999911,0.0,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2018-01-01,-0.0478770131771597,0.0,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2018-02-01,-0.047712418300653495,0.09999999999999964,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2018-03-01,-0.02815057283142391,0.0,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2018-04-01,-0.028150572831423918,-0.09999999999999964,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2018-05-01,-0.03300653594771241,0.0,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2018-06-01,-0.04352941176470581,-0.10000000000000009,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2018-07-01,-0.042488619119878605,0.0,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2018-08-01,-0.03982035928143714,-0.10000000000000009,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2018-09-01,-0.04580838323353294,0.0,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2018-10-01,-0.034446130500758745,0.0,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2018-11-01,-0.023672230652503838,0.10000000000000009,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2018-12-01,-0.03590604026845635,-0.10000000000000009,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2019-01-01,-0.029411764705882373,0.10000000000000009,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2019-02-01,-0.03555555555555553,-0.10000000000000009,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2019-03-01,-0.03263473053892217,0.0,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2019-04-01,-0.035,0.0,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2019-05-01,-0.032673267326732675,0.0,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2019-06-01,-0.04144271570014137,0.10000000000000009,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2019-07-01,-0.022206506364922263,0.10000000000000009,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2019-08-01,-0.05499999999999994,0.0,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2019-09-01,-0.01666666666666668,0.0,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2019-10-01,-0.03419972640218876,0.09999999999999964,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2019-11-01,-0.03333333333333331,0.0,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2019-12-01,-0.03083451202263082,0.20000000000000018,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2020-01-01,-0.03560209424083759,0.20000000000000018,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2020-02-01,-0.03376123234916548,0.2999999999999998,LinearRegression(),6,UNEMPLOYMENT_MOM_CHG
2017-02-01,0.013155224890090154,0.4000000000000057,LinearRegression(),1,CPI_MOM_CHG
2017-03-01,0.15618237383331907,0.4000000000000057,LinearRegression(),1,CPI_MOM_CHG
2017-04-01,0.11310013717421205,0.3999999999999915,LinearRegression(),1,CPI_MOM_CHG
2017-05-01,0.11649501126488755,0.0,LinearRegression(),1,CPI_MOM_CHG
2017-06-01,0.14018193224592151,-0.09999999999999432,LinearRegression(),1,CPI_MOM_CHG
2017-07-01,0.07581555834378889,0.5999999999999943,LinearRegression(),1,CPI_MOM_CHG
2017-08-01,0.07373527373527358,0.29999999999999716,LinearRegression(),1,CPI_MOM_CHG
2017-09-01,0.13850898157428218,0.10000000000000853,LinearRegression(),1,CPI_MOM_CHG
2017-10-01,0.11939466348068539,0.3999999999999915,LinearRegression(),1,CPI_MOM_CHG
2017-11-01,0.10555555555555601,0.30000000000001137,LinearRegression(),1,CPI_MOM_CHG
2017-12-01,0.14744427934621107,-0.5,LinearRegression(),1,CPI_MOM_CHG
2018-01-01,0.14806835066864968,0.5,LinearRegression(),1,CPI_MOM_CHG
2018-02-01,0.1909298606351379,0.09999999999999432,LinearRegression(),1,CPI_MOM_CHG
2018-03-01,0.12795992714025603,0.4000000000000057,LinearRegression(),1,CPI_MOM_CHG
2018-04-01,0.1490631808278867,0.3999999999999915,LinearRegression(),1,CPI_MOM_CHG
2018-05-01,0.1486236992279301,0.0,LinearRegression(),1,CPI_MOM_CHG
2018-06-01,0.15305077633235575,0.0,LinearRegression(),1,CPI_MOM_CHG
2018-07-01,0.16034127442090423,0.7000000000000028,LinearRegression(),1,CPI_MOM_CHG
2018-08-01,0.16703946835237798,0.09999999999999432,LinearRegression(),1,CPI_MOM_CHG
2018-09-01,0.13994845360824898,0.10000000000000853,LinearRegression(),1,CPI_MOM_CHG
2018-10-01,0.1830953171703753,0.29999999999999716,LinearRegression(),1,CPI_MOM_CHG
2018-11-01,0.18422023992617562,0.09999999999999432,LinearRegression(),1,CPI_MOM_CHG
2018-12-01,0.17296110414052795,-0.7999999999999972,LinearRegression(),1,CPI_MOM_CHG
2019-01-01,0.19742785445420344,0.5,LinearRegression(),1,CPI_MOM_CHG
2019-02-01,0.38077741859181025,0.20000000000000284,LinearRegression(),1,CPI_MOM_CHG
2019-03-01,0.13283534647171147,0.5999999999999943,LinearRegression(),1,CPI_MOM_CHG
2019-04-01,0.1873172282263187,0.30000000000001137,LinearRegression(),1,CPI_MOM_CHG
2019-05-01,0.16601986960571485,0.0,LinearRegression(),1,CPI_MOM_CHG
2019-06-01,0.19743871778755442,0.0,LinearRegression(),1,CPI_MOM_CHG
2019-07-01,0.2269662921348309,0.5,LinearRegression(),1,CPI_MOM_CHG
2019-08-01,0.22838748769219072,0.09999999999999432,LinearRegression(),1,CPI_MOM_CHG
2019-09-01,0.16740546611756013,-0.20000000000000284,LinearRegression(),1,CPI_MOM_CHG
2019-10-01,0.21914638712092907,0.20000000000000284,LinearRegression(),1,CPI_MOM_CHG
2019-11-01,0.2618188485515209,0.0,LinearRegression(),1,CPI_MOM_CHG
2019-12-01,0.19809885931558877,-0.29999999999999716,LinearRegression(),1,CPI_MOM_CHG
2020-01-01,0.20788381742738515,0.3999999999999915,LinearRegression(),1,CPI_MOM_CHG
2020-02-01,0.2507138336029237,0.0,LinearRegression(),1,CPI_MOM_CHG
2020-03-01,0.1420308483290512,-0.09999999999999432,LinearRegression(),1,CPI_MOM_CHG
2020-04-01,0.19281155015197451,0.0,LinearRegression(),1,CPI_MOM_CHG
2020-05-01,0.20708107671166134,0.09999999999999432,LinearRegression(),1,CPI_MOM_CHG
2020-06-01,0.17723392145702796,0.5,LinearRegression(),1,CPI_MOM_CHG
2020-07-01,0.15717757615035696,-0.5,LinearRegression(),1,CPI_MOM_CHG
2017-03-01,-0.009232330064255778,0.3999999999999915,LinearRegression(),2,CPI_MOM_CHG
2017-04-01,0.04590732634013214,0.0,LinearRegression(),2,CPI_MOM_CHG
